fixture_id,team_id,team_name,formation,coach_id,coach_name,player_id,player_name,player_number,player_pos,player_grid,is_starter,ingestion_date,source_file
1208519,542,Alaves,4-2-3-1,45,Luis García,295383,Adrián Pica,36,D,2:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,70476,M. Diarra,22,D,2:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,47309,Ander Guevara,6,M,3:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,6085,C. Benavídez,23,M,3:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,187214,Carlos Vicente,7,M,4:3,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,104821,Jon Guridi,18,M,4:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,183751,A. Rebbach,21,M,4:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,104853,Asier Villalibre,9,F,5:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,46740,Stoichkov,19,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,47396,Kike García,17,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,64309,Manu Sánchez,3,D,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,47181,Toni Martínez,11,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,162686,Antonio Blanco,8,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,324750,Carlos Martín,15,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,311773,S. Mouriño,12,D,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,163060,A. Rodríguez,31,G,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,51241,T. Conechny,10,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,122471,Jesús Owono,13,G,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,263812,L. Romero,20,F,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208519,542,Alaves,4-2-3-1,45,Luis García,6233,N. Tenaglia,14,D,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208519_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,183848,Julen Agirrezabala,13,G,1:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47276,Lekue,15,D,2:4,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47278,Dani Vivian,3,D,2:3,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47271,Yeray,5,D,2:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47273,Yuri,17,D,2:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,898,Ander Herrera,21,M,3:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,182617,Beñat Prados,24,M,3:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47294,I. Williams,9,M,4:3,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,128398,Oihan Sancet,8,M,4:2,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,183799,Nico Williams,10,M,4:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47291,Gorka Guruzeta,12,F,5:1,True,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
1208521,531,Athletic Club,4-2-3-1,1582,Ernesto Valverde,47418,Mikel Vesga,6,M,,False,2026-05-04,raw/api_football/fixture_lineups/2026-04-29/fixture_1208521_lineups.json
