fixture_id,team_id,team_name,player_id,player_name,minutes,number,position,rating,captain,substitute,offsides,shots_total,shots_on,goals_total,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,ingestion_date,source_file
1208514,547,Girona,281795,Yáser Asprilla,16.0,10,M,6.9,False,True,,,,,0,0.0,,9.0,,9,1.0,,,3.0,3.0,1.0,1.0,,1.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,547,Donny van de Beek,9.0,6,M,7.2,False,True,,,,,0,1.0,,3.0,1.0,1,,,,2.0,1.0,2.0,1.0,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,47520,Portu,9.0,24,F,6.3,False,True,,,,,0,0.0,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,1557,Pau López,,25,G,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,47153,Juan Carlos,,1,G,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,283668,Arnau Martínez,,4,D,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,47511,Juanpe,,15,D,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,66407,Ladislav Krejčí,,18,D,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,306727,Jhon Solís,,22,M,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,547,Girona,336674,Gabriel Misehouy,,27,M,,False,True,,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,46646,Sergio Herrera,90.0,1,G,6.5,True,False,,,,,4,0.0,1.0,48.0,,40,,,,,,,,,,,0,0,,,0,0,0.0,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,46657,Nacho Vidal,90.0,2,D,6,False,False,,,,,0,0.0,,29.0,,24,1.0,,,7.0,4.0,1.0,1.0,1.0,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,47533,Alejandro Catena,90.0,24,D,6.2,False,False,,,,,0,0.0,,42.0,,40,1.0,1.0,,1.0,1.0,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,182592,Jorge Herrando,90.0,5,D,5.9,False,False,,,,,0,0.0,,61.0,,48,1.0,,1.0,2.0,1.0,,,1.0,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,46967,Juan Cruz,90.0,3,D,6,False,False,,,,,0,0.0,,31.0,,26,,,,1.0,1.0,,,,1.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,1825,Lucas Torró,85.0,6,M,6.5,False,False,,,,,0,0.0,,35.0,,32,2.0,1.0,2.0,7.0,6.0,1.0,1.0,,2.0,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,47574,Moi Gómez,90.0,16,M,6.9,False,False,,,,,0,0.0,,49.0,,41,3.0,,4.0,10.0,7.0,3.0,3.0,1.0,1.0,1.0,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
1208514,727,Osasuna,46662,Jon Moncayola,59.0,7,M,6.3,False,False,,,,,0,0.0,,12.0,,7,3.0,,,4.0,3.0,,,,,,0,0,,,0,0,,2026-05-07,raw/api_football/fixture_players/2026-04-29/fixture_1208514_players.json
